arquivo,real,previsto,prob_amora,acertou
not_amora/not_amora_0045.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0046.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0047.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0048.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0049.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0050.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0051.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0052.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0053.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0054.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0055.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0056.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0057.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0058.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0059.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0060.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0061.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_0062.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0063.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_0064.jpg,not_amora,not_amora,0.074,True
not_amora/not_amora_0065.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0066.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_0067.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0068.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0069.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0070.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0071.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0072.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_0073.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0074.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0075.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0076.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0077.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0078.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0079.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0080.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0081.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0082.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0083.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0084.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0085.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0086.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0087.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0088.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0089.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0090.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0091.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0092.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0093.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0094.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0095.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0096.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0097.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0098.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0099.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_0100.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_0101.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0102.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0103.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0104.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0105.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0106.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0107.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0108.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0109.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0110.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0111.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0112.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0113.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0114.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0115.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0116.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0117.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0118.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0119.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0120.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0121.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0122.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0123.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0124.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0125.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0126.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0127.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0128.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0129.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0130.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0131.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0132.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_0133.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0134.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0135.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0136.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0137.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0138.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0139.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0140.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0141.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0142.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0143.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0144.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0145.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0146.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0147.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0148.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0149.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0150.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0151.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0152.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0153.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0154.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0155.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0156.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0157.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0158.jpg,not_amora,not_amora,0.019,True
not_amora/not_amora_0159.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0160.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0161.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0162.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0163.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0164.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0165.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0166.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0167.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0168.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0169.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0170.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0171.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0172.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0173.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0174.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0175.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0176.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0177.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0178.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0179.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0180.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0181.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0182.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0183.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0184.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0185.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0186.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0187.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0188.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0189.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0190.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0191.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0192.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0193.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0194.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0195.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0196.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0197.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0198.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0199.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0200.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0201.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0202.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0203.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0204.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0205.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0206.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0207.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0208.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0209.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0210.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0211.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0212.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0213.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0214.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0215.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0216.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0217.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_0218.jpg,not_amora,not_amora,0.204,True
not_amora/not_amora_0219.jpg,not_amora,not_amora,0.006,True
not_amora/not_amora_0220.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0221.jpg,not_amora,not_amora,0.014,True
not_amora/not_amora_0222.jpg,not_amora,not_amora,0.037,True
not_amora/not_amora_0223.jpg,not_amora,not_amora,0.196,True
not_amora/not_amora_0224.jpg,not_amora,not_amora,0.085,True
not_amora/not_amora_0225.jpg,not_amora,not_amora,0.474,True
not_amora/not_amora_0226.jpg,not_amora,not_amora,0.007,True
not_amora/not_amora_0227.jpg,not_amora,not_amora,0.109,True
not_amora/not_amora_0228.jpg,not_amora,not_amora,0.298,True
not_amora/not_amora_0229.jpg,not_amora,not_amora,0.041,True
not_amora/not_amora_0230.jpg,not_amora,not_amora,0.103,True
not_amora/not_amora_0231.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0232.jpg,not_amora,not_amora,0.036,True
not_amora/not_amora_0233.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0234.jpg,not_amora,not_amora,0.044,True
not_amora/not_amora_0235.jpg,not_amora,amora,0.759,False
not_amora/not_amora_0236.jpg,not_amora,amora,0.976,False
not_amora/not_amora_0237.jpg,not_amora,amora,0.799,False
not_amora/not_amora_0238.jpg,not_amora,amora,0.992,False
not_amora/not_amora_0239.jpg,not_amora,amora,0.92,False
not_amora/not_amora_0240.jpg,not_amora,not_amora,0.137,True
not_amora/not_amora_0241.jpg,not_amora,not_amora,0.011,True
not_amora/not_amora_0242.jpg,not_amora,not_amora,0.297,True
not_amora/not_amora_0243.jpg,not_amora,amora,0.986,False
not_amora/not_amora_0244.jpg,not_amora,amora,0.915,False
not_amora/not_amora_0245.jpg,not_amora,amora,0.857,False
not_amora/not_amora_0246.jpg,not_amora,not_amora,0.054,True
not_amora/not_amora_0247.jpg,not_amora,not_amora,0.2,True
not_amora/not_amora_0248.jpg,not_amora,not_amora,0.103,True
not_amora/not_amora_0249.jpg,not_amora,not_amora,0.009,True
not_amora/not_amora_0250.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0251.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0252.jpg,not_amora,amora,0.98,False
not_amora/not_amora_0253.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_0254.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0255.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0256.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0257.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0258.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0259.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0260.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0261.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0262.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0263.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0264.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0265.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0266.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0267.jpg,not_amora,not_amora,0.032,True
not_amora/not_amora_0268.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0269.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0270.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0271.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0272.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0273.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0274.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0275.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0276.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0277.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0278.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0279.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0280.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0281.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0282.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0283.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0284.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0285.jpg,not_amora,not_amora,0.008,True
not_amora/not_amora_0286.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0287.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_0288.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0289.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0290.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0291.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0292.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0293.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0294.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0295.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0296.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0297.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0298.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0299.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0300.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0301.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0302.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0303.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0304.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0305.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0306.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0307.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0308.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0309.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0310.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0311.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0312.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0313.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0314.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0315.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0316.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0317.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0318.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0319.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0320.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0321.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0322.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0323.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0324.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_0325.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0326.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0327.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0328.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0329.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0330.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0331.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0332.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0333.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0334.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0335.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0336.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0337.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0338.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0339.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0340.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0341.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0342.jpg,not_amora,not_amora,0.466,True
not_amora/not_amora_0343.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0344.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0345.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0346.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0347.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0348.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0349.jpg,not_amora,not_amora,0.006,True
not_amora/not_amora_0350.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0351.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0352.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0353.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0354.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0355.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0356.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0357.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0358.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0359.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0360.jpg,not_amora,not_amora,0.04,True
not_amora/not_amora_0361.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0362.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0363.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0364.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0365.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0366.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0367.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0368.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0369.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0370.jpg,not_amora,not_amora,0.026,True
not_amora/not_amora_0371.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0372.jpg,not_amora,not_amora,0.009,True
not_amora/not_amora_0373.jpg,not_amora,not_amora,0.0,True
