file,actual,predicted,prob_amora,correct
not_amora/not_amora_100.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1000.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1001.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1002.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1003.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1004.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1005.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1006.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1007.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1008.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1009.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_101.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1010.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1011.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1012.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1013.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1014.jpg,not_amora,not_amora,0.091,True
not_amora/not_amora_1015.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1016.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1017.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1018.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1019.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_102.jpg,not_amora,not_amora,0.035,True
not_amora/not_amora_1020.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1021.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1022.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1023.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1024.jpg,not_amora,not_amora,0.018,True
not_amora/not_amora_1025.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_1026.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1027.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1028.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1029.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_103.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1030.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1031.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1032.jpg,not_amora,not_amora,0.012,True
not_amora/not_amora_1033.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1034.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1035.jpg,not_amora,not_amora,0.413,True
not_amora/not_amora_1036.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1037.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1038.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1039.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_104.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1040.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1041.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1042.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1043.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_1044.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1045.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1046.jpg,not_amora,amora,0.685,False
not_amora/not_amora_1047.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1048.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1049.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_105.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1050.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1051.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1052.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1053.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1054.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1055.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1056.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1057.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1058.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1059.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_106.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1060.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1061.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1062.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1063.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1064.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1065.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_1066.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1067.jpg,not_amora,not_amora,0.019,True
not_amora/not_amora_1068.jpg,not_amora,amora,0.677,False
not_amora/not_amora_1069.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_107.jpg,not_amora,not_amora,0.029,True
not_amora/not_amora_1070.jpg,not_amora,not_amora,0.009,True
not_amora/not_amora_1071.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1072.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1073.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1074.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1075.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1076.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1077.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1078.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1079.jpg,not_amora,amora,0.693,False
not_amora/not_amora_108.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1080.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1081.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1082.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1083.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1084.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1085.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1086.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_1087.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1088.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1089.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_109.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1090.jpg,not_amora,amora,0.86,False
not_amora/not_amora_1091.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1092.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1093.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1094.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1095.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1096.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1097.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1098.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1099.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_11.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_110.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1100.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1101.jpg,not_amora,amora,0.559,False
not_amora/not_amora_1102.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1103.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1104.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1105.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1106.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1107.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1108.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1109.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_111.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1110.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1111.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1112.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1113.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1114.jpg,not_amora,amora,0.952,False
not_amora/not_amora_1115.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1116.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_1117.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1118.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1119.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_112.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1120.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1121.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1122.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1123.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1124.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1125.jpg,not_amora,amora,0.845,False
not_amora/not_amora_1126.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1127.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1128.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1129.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_113.jpg,not_amora,not_amora,0.036,True
not_amora/not_amora_1130.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1131.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1132.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1133.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1134.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1135.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1136.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1137.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1138.jpg,not_amora,not_amora,0.007,True
not_amora/not_amora_1139.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_114.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1140.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1141.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1142.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1143.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_1144.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1145.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1146.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1147.jpg,not_amora,not_amora,0.107,True
not_amora/not_amora_1148.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1149.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_115.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1150.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1151.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1152.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1153.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1154.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1155.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1156.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1157.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1158.jpg,not_amora,not_amora,0.391,True
not_amora/not_amora_1159.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_116.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1160.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1161.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1162.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1163.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1164.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1165.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1166.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1167.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1168.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1169.jpg,not_amora,not_amora,0.049,True
not_amora/not_amora_117.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1170.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1171.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1172.jpg,not_amora,not_amora,0.007,True
not_amora/not_amora_1173.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1174.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1175.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1176.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1177.jpg,not_amora,not_amora,0.031,True
not_amora/not_amora_1178.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1179.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_118.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1180.jpg,not_amora,not_amora,0.008,True
not_amora/not_amora_1181.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1182.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1183.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1184.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1185.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1186.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1187.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1188.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1189.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_119.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1190.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1191.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1192.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1193.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1194.jpg,not_amora,not_amora,0.014,True
not_amora/not_amora_1195.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1196.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1197.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1198.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1199.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_12.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_120.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1200.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1201.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1202.jpg,not_amora,not_amora,0.178,True
not_amora/not_amora_1203.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1204.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1205.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1206.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1207.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1208.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1209.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_121.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1210.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1211.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1212.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1213.jpg,not_amora,not_amora,0.013,True
not_amora/not_amora_1214.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1215.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1216.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1217.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1218.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1219.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_122.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1220.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1221.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_1222.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1223.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1224.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_1225.jpg,not_amora,not_amora,0.06,True
not_amora/not_amora_1226.jpg,not_amora,not_amora,0.039,True
not_amora/not_amora_1227.jpg,not_amora,not_amora,0.011,True
not_amora/not_amora_1228.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1229.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_123.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1230.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1231.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1232.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1233.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1234.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_1235.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1236.jpg,not_amora,not_amora,0.113,True
not_amora/not_amora_1237.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1238.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1239.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_124.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1240.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1241.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1242.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1243.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1244.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1245.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1246.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1247.jpg,not_amora,amora,0.559,False
not_amora/not_amora_1248.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1249.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_125.jpg,not_amora,not_amora,0.006,True
not_amora/not_amora_1250.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1251.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1252.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1253.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1254.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1255.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1256.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1257.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1258.jpg,not_amora,not_amora,0.012,True
not_amora/not_amora_1259.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_126.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1260.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1261.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1262.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1263.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1264.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1265.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1266.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1267.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1268.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1269.jpg,not_amora,amora,0.845,False
not_amora/not_amora_127.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1270.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1271.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1272.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1273.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1274.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1275.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1276.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1277.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1278.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1279.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_128.jpg,not_amora,not_amora,0.183,True
not_amora/not_amora_1280.jpg,not_amora,amora,0.96,False
not_amora/not_amora_1281.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1282.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1283.jpg,not_amora,not_amora,0.026,True
not_amora/not_amora_1284.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1285.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1286.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1287.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1288.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1289.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_129.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1290.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1291.jpg,not_amora,not_amora,0.262,True
not_amora/not_amora_1292.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1293.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1294.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1295.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1296.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1297.jpg,not_amora,not_amora,0.278,True
not_amora/not_amora_1298.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1299.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_13.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_130.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1300.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1301.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1302.jpg,not_amora,not_amora,0.121,True
not_amora/not_amora_1303.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1304.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1305.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1306.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1307.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1308.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1309.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_131.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1310.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1311.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1312.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1313.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1314.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1315.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1316.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1317.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1318.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1319.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_132.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1320.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1321.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1322.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_1323.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1324.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1325.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1326.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1327.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1328.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1329.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_133.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_1330.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1331.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1332.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1333.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1334.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1335.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_1336.jpg,not_amora,amora,0.549,False
